"grantee1","latlong1","grantee2","latlong2","seconds","miles"
"Around the Sound LLC","47.2312078+-122.4659419","Senior Services of Snohomish County","47.8203422+-122.3014052",3460,50.0974310029428
"Around the Sound LLC","47.2312078+-122.4659419","Skagit Transit System","48.4806171+-122.3316855",6046,100.070587767438
"Around the Sound LLC","47.2312078+-122.4659419","Skamania County Senior Services","45.6923108+-121.8940865",10348,173.276192038495
"Around the Sound LLC","47.2312078+-122.4659419","Snohomish County Workforce Development Council","47.8763418+-122.2452246",3739,54.6794221745009
"Around the Sound LLC","47.2312078+-122.4659419","Sound Generations","47.6136836+-122.3444571",2696,36.9485952040086
"Around the Sound LLC","47.2312078+-122.4659419","Special Mobility Services, Inc.","45.5259917+-122.644411",8320,142.492220432673
"Around the Sound LLC","47.2312078+-122.4659419","Spokane Transit Authority","47.6683727+-117.430667",16195,292.96471108725
"Around the Sound LLC","47.2312078+-122.4659419","Spokane Tribe of Indians","47.886156+-117.9894493",17824,306.555963175058
"Around the Sound LLC","47.2312078+-122.4659419","Squaxin Island Tribe","47.1217757+-123.0803069",2801,41.9251570826374
"Around the Sound LLC","47.2312078+-122.4659419","The Arc of Tri-Cities","46.2346178+-119.2292752",13166,221.351681181898
"Around the Sound LLC","47.2312078+-122.4659419","Thurston County Public Benefit Transportation Area (Intercity Transit)","47.044311+-122.8574776",1825,25.9845005169808
"Around the Sound LLC","47.2312078+-122.4659419","Thurston Regional Planning Council","47.0278081+-122.9202783",2100,29.9805386542591
"Around the Sound LLC","47.2312078+-122.4659419","Tri County Economic Development District","48.5357394+-117.9070033",20939,333.619785452955
"Around the Sound LLC","47.2312078+-122.4659419","United Way of Pierce County","47.2490399+-122.4371755",488,2.4432315278772
"Around the Sound LLC","47.2312078+-122.4659419","Valley Transit","46.0593099+-118.362419",16306,274.08186192635
"Around the Sound LLC","47.2312078+-122.4659419","Wahkiakum County Health and Human Services","46.2152416+-123.3875323",7649,119.856910641852
"Around the Sound LLC","47.2312078+-122.4659419","Whatcom Council of Governments","48.749823+-122.4734545",7322,122.280258291577
"Around the Sound LLC","47.2312078+-122.4659419","White Pass Community Services Coalition  (WPCSC)","46.5577544+-122.2741656",4946,59.6131094408653
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Around the Sound LLC","47.2312078+-122.4659419",19318,325.891791935099
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Ben Franklin Transit","46.239185+-119.240989",8600,132.766518531774
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Catholic Community Services of Snohomish County","47.98164+-122.2032403",19582,334.627649526764
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Catholic Community Services of Western Washington (King County)","47.601159+-122.3016677",18295,311.254150759564
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Catholic Community Services of Western Washington (Pierce County)","47.2496766+-122.4463095",19282,325.444404676688
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Catholic Community Services of Western Washington (Thurston County)","47.2496766+-122.4463095",19282,325.444404676688
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Chelan-Douglas PTBA (Link)","47.467059+-120.326368",14165,219.625512009862
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","City of Ellensburg","46.997139+-120.5429167",12623,205.959074007794
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","City of Longview","46.1189275+-122.9470869",22231,377.4413674143
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","City of Pullman","46.7358473+-117.1898316",2739,35.4560616002545
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","City of Yakima","46.6146036+-120.5399701",12696,209.984316591108
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Clallam County Public Transportation Benefit Area","48.1101329+-123.4625169",26231,431.404969975344
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Coastal Community Action Program","46.9751055+-123.8181052",23716,400.866439990456
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Columbia County Transit Authority","46.3135282+-117.9896769",4349,66.1747892308916
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Community Action of Skagit County","48.4408499+-122.3360986",21385,368.291055237414
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Community Transit","47.935911+-122.252329",19489,333.588095522151
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Council on Aging & Human Services, Inc.","46.8795917+-117.3649728",3304,47.9878758052971
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Cowlitz Indian Tribe","46.135192+-122.9327984",22155,377.19965402052
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","ECHHO - Ecumenical Christian Helping Hands Organization","48.1150606+-122.7602944",24514,403.110211365625
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Entiat Valley Community Services (EVCS)","47.6755363+-120.2099281",15194,235.016255070389
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Entrust Community Services","46.594791+-120.5223518",12748,207.985986836873
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Everett Transit","47.9747952+-122.1934996",19478,333.994472281874
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Garfield County Transportation Authority","46.4744087+-117.5982103",1896,28.9987721705241
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Grant Transit Authority","47.1284982+-119.2769928",9880,149.871003340492
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Grays Harbor Transportation Authority","46.9717268+-123.8552435",23991,402.989665354331
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Hopelink","47.6101989+-122.1414751",17908,304.271802672393
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","HopeSource","46.9842027+-120.5386228",12490,205.387412510936
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Human Services Council, Inc.","45.6214691+-122.5365338",20092,336.693087369761
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Island County Public Transportation Benefit Area Corporation","48.2084833+-122.641684",23352,359.712404557385
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Jamestown S'Klallam Tribe","48.0254542+-122.9962656",24293,407.022985763143
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Jefferson Transit Authority","48.0505321+-122.8185547",23858,397.33208064901
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Kalispel Indian Community of the Kalispel Reservation","48.3454559+-117.2718961",11010,162.292213473316
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","King County Metro Transit","47.5990865+-122.3313145",18294,311.920260677643
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Kitsap County Public Transportation Benefit Area Authority","47.5632656+-122.6247445",21291,357.267930287123
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Klickitat County Senior Services","45.821592+-120.8236469",14613,237.368145033007
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Lewis Public Transportation Benefit Area","46.7146295+-122.952936",22610,357.89737930486
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Lower Columbia Community Action Council, Inc.","46.1402368+-122.9326816",22264,377.634613855086
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Lower Elwha Klallam Tribe","48.1273148+-123.5426088",26674,436.040399069434
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Lummi Tribe of the Lummi Reservation","48.7920179+-122.6261531",23671,406.330778254991
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Makah Tribal Council","48.3648679+-124.6138052",31978,499.245034001432
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Mason County Public Transportation Benefit Area","47.2406378+-123.1010602",22254,376.068758450648
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Mid-Columbia Economic Development District (MCEDD)","45.5999847+-121.1787727",15296,253.761159826613
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Mt. Si Senior Center","47.4928162+-121.7885425",16676,283.656570627535
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Northshore Senior Center","47.7560448+-122.2026247",18592,317.582816352501
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Okanogan County Transit Authority","48.3626993+-119.5817291",16308,238.873106060606
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Okanogan County Transportation & Nutrition","48.3626993+-119.5817291",16308,238.873106060606
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Olympic Community Action Programs (OlyCAP)","48.105573+-122.80489",24218,400.957781555715
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Pacific County Public Transportation Benefit Area","46.6849881+-123.7348418",24961,416.230464089716
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","People For People","46.6040141+-120.5146606",12590,207.489511254275
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Pierce County Human Services","47.2499232+-122.4433833",19201,325.261100174978
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Pierce Transit","47.1709133+-122.4844693",19568,330.817401375964
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Puget Sound Educational Service District","47.4725062+-122.2346646",18464,313.620953630796
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Rural Resources Community Action","48.5358622+-117.9056307",12033,177.074634136642
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","San Juan County","48.5353048+-123.0194257",28998,408.844224727591
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Sauk-Suiattle Indian Tribe","48.3200381+-121.5529776",22953,385.730459118747
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Senior Services of Snohomish County","47.8203422+-122.3014052",19113,325.263585659747
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Skagit Transit System","48.4806171+-122.3316855",21517,371.755199634137
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Skamania County Senior Services","45.6923108+-121.8940865",18023,297.900262467192
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Snohomish County Workforce Development Council","47.8763418+-122.2452246",19209,326.364034041199
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Sound Generations","47.6136836+-122.3444571",18610,314.928318619264
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Special Mobility Services, Inc.","45.5259917+-122.644411",20013,334.879926230812
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Spokane Transit Authority","47.6683727+-117.430667",7073,107.558110633898
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Spokane Tribe of Indians","47.886156+-117.9894493",10039,146.779681659111
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Squaxin Island Tribe","47.1217757+-123.0803069",21641,366.597197367375
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","The Arc of Tri-Cities","46.2346178+-119.2292752",8522,132.045727948779
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Thurston County Public Benefit Transportation Area (Intercity Transit)","47.044311+-122.8574776",20664,350.65716217291
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Thurston Regional Planning Council","47.0278081+-122.9202783",20939,354.652578938996
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Tri County Economic Development District","48.5357394+-117.9070033",12092,177.109430923407
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","United Way of Pierce County","47.2490399+-122.4371755",19160,325.128748111032
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Valley Transit","46.0593099+-118.362419",6530,97.2526694106418
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Wahkiakum County Health and Human Services","46.2152416+-123.3875323",24124,404.178348445081
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","Whatcom Council of Governments","48.749823+-122.4734545",22792,393.964870158276
"Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059","White Pass Community Services Coalition  (WPCSC)","46.5577544+-122.2741656",19652,312.92501789549
"Ben Franklin Transit","46.239185+-119.240989","Around the Sound LLC","47.2312078+-122.4659419",13294,221.912779368488
"Ben Franklin Transit","46.239185+-119.240989","Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059",8663,134.121107730852
"Ben Franklin Transit","46.239185+-119.240989","Catholic Community Services of Snohomish County","47.98164+-122.2032403",13558,230.64801558896
"Ben Franklin Transit","46.239185+-119.240989","Catholic Community Services of Western Washington (King County)","47.601159+-122.3016677",12271,207.274516821761
"Ben Franklin Transit","46.239185+-119.240989","Catholic Community Services of Western Washington (Pierce County)","47.2496766+-122.4463095",13258,221.464770738885
"Ben Franklin Transit","46.239185+-119.240989","Catholic Community Services of Western Washington (Thurston County)","47.2496766+-122.4463095",13258,221.464770738885
"Ben Franklin Transit","46.239185+-119.240989","Chelan-Douglas PTBA (Link)","47.467059+-120.326368",8464,128.759295713036
"Ben Franklin Transit","46.239185+-119.240989","City of Ellensburg","46.997139+-120.5429167",6599,101.979440069991
"Ben Franklin Transit","46.239185+-119.240989","City of Longview","46.1189275+-122.9470869",14490,256.871744014953
"Ben Franklin Transit","46.239185+-119.240989","City of Pullman","46.7358473+-117.1898316",8393,142.539444643283
"Ben Franklin Transit","46.239185+-119.240989","City of Yakima","46.6146036+-120.5399701",4534,80.1506700866937
"Ben Franklin Transit","46.239185+-119.240989","Clallam County Public Transportation Benefit Area","48.1101329+-123.4625169",20110,337.866857551897
"Ben Franklin Transit","46.239185+-119.240989","Coastal Community Action Program","46.9751055+-123.8181052",17596,307.328327567009
"Ben Franklin Transit","46.239185+-119.240989","Columbia County Transit Authority","46.3135282+-117.9896769",4429,69.6022727272727
"Ben Franklin Transit","46.239185+-119.240989","Community Action of Skagit County","48.4408499+-122.3360986",15361,264.31142129961
"Ben Franklin Transit","46.239185+-119.240989","Community Transit","47.935911+-122.252329",13465,229.60908295554
"Ben Franklin Transit","46.239185+-119.240989","Council on Aging & Human Services, Inc.","46.8795917+-117.3649728",7305,127.741489700151
"Ben Franklin Transit","46.239185+-119.240989","Cowlitz Indian Tribe","46.135192+-122.9327984",14414,256.630030621172
"Ben Franklin Transit","46.239185+-119.240989","ECHHO - Ecumenical Christian Helping Hands Organization","48.1150606+-122.7602944",18394,309.572098942178
"Ben Franklin Transit","46.239185+-119.240989","Entiat Valley Community Services (EVCS)","47.6755363+-120.2099281",9493,144.150660144755
"Ben Franklin Transit","46.239185+-119.240989","Entrust Community Services","46.594791+-120.5223518",4586,78.1523403324584
"Ben Franklin Transit","46.239185+-119.240989","Everett Transit","47.9747952+-122.1934996",13454,230.014838344071
"Ben Franklin Transit","46.239185+-119.240989","Garfield County Transportation Authority","46.4744087+-117.5982103",6756,105.122335560328
"Ben Franklin Transit","46.239185+-119.240989","Grant Transit Authority","47.1284982+-119.2769928",5055,80.5551827328402
"Ben Franklin Transit","46.239185+-119.240989","Grays Harbor Transportation Authority","46.9717268+-123.8552435",17870,309.451552930884
"Ben Franklin Transit","46.239185+-119.240989","Hopelink","47.6101989+-122.1414751",11884,200.29216873459
"Ben Franklin Transit","46.239185+-119.240989","HopeSource","46.9842027+-120.5386228",6466,101.407778573133
"Ben Franklin Transit","46.239185+-119.240989","Human Services Council, Inc.","45.6214691+-122.5365338",12351,216.123463970413
"Ben Franklin Transit","46.239185+-119.240989","Island County Public Transportation Benefit Area Corporation","48.2084833+-122.641684",17231,266.174292133938
"Ben Franklin Transit","46.239185+-119.240989","Jamestown S'Klallam Tribe","48.0254542+-122.9962656",18173,313.484873339696
"Ben Franklin Transit","46.239185+-119.240989","Jefferson Transit Authority","48.0505321+-122.8185547",17738,303.793968225563
"Ben Franklin Transit","46.239185+-119.240989","Kalispel Indian Community of the Kalispel Reservation","48.3454559+-117.2718961",11923,199.837946393064
"Ben Franklin Transit","46.239185+-119.240989","King County Metro Transit","47.5990865+-122.3313145",12270,207.940626739839
"Ben Franklin Transit","46.239185+-119.240989","Kitsap County Public Transportation Benefit Area Authority","47.5632656+-122.6247445",15267,253.28829634932
"Ben Franklin Transit","46.239185+-119.240989","Klickitat County Senior Services","45.821592+-120.8236469",6451,107.534498528593
"Ben Franklin Transit","46.239185+-119.240989","Lewis Public Transportation Benefit Area","46.7146295+-122.952936",14448,228.063732800445
"Ben Franklin Transit","46.239185+-119.240989","Lower Columbia Community Action Council, Inc.","46.1402368+-122.9326816",14523,257.064990455738
"Ben Franklin Transit","46.239185+-119.240989","Lower Elwha Klallam Tribe","48.1273148+-123.5426088",20553,342.502286645987
"Ben Franklin Transit","46.239185+-119.240989","Lummi Tribe of the Lummi Reservation","48.7920179+-122.6261531",17550,312.792665831544
"Ben Franklin Transit","46.239185+-119.240989","Makah Tribal Council","48.3648679+-124.6138052",25858,405.706921577985
"Ben Franklin Transit","46.239185+-119.240989","Mason County Public Transportation Benefit Area","47.2406378+-123.1010602",16230,272.089745884037
"Ben Franklin Transit","46.239185+-119.240989","Mid-Columbia Economic Development District (MCEDD)","45.5999847+-121.1787727",7555,133.191536427265
"Ben Franklin Transit","46.239185+-119.240989","Mt. Si Senior Center","47.4928162+-121.7885425",10652,179.677558060924
"Ben Franklin Transit","46.239185+-119.240989","Northshore Senior Center","47.7560448+-122.2026247",12568,213.603182414698
"Ben Franklin Transit","46.239185+-119.240989","Okanogan County Transit Authority","48.3626993+-119.5817291",11976,193.298014594767
"Ben Franklin Transit","46.239185+-119.240989","Okanogan County Transportation & Nutrition","48.3626993+-119.5817291",11976,193.298014594767
"Ben Franklin Transit","46.239185+-119.240989","Olympic Community Action Programs (OlyCAP)","48.105573+-122.80489",18097,307.419669132268
"Ben Franklin Transit","46.239185+-119.240989","Pacific County Public Transportation Benefit Area","46.6849881+-123.7348418",17856,274.935625944484
"Ben Franklin Transit","46.239185+-119.240989","People For People","46.6040141+-120.5146606",4428,77.6558647498608
"Ben Franklin Transit","46.239185+-119.240989","Pierce County Human Services","47.2499232+-122.4433833",13177,221.282087608367
"Ben Franklin Transit","46.239185+-119.240989","Pierce Transit","47.1709133+-122.4844693",13544,226.838388809353
"Ben Franklin Transit","46.239185+-119.240989","Puget Sound Educational Service District","47.4725062+-122.2346646",12440,209.641941064185
"Ben Franklin Transit","46.239185+-119.240989","Rural Resources Community Action","48.5358622+-117.9056307",12834,208.713612502983
"Ben Franklin Transit","46.239185+-119.240989","San Juan County","48.5353048+-123.0194257",22877,315.306112304144
"Ben Franklin Transit","46.239185+-119.240989","Sauk-Suiattle Indian Tribe","48.3200381+-121.5529776",16833,292.192346695299
"Ben Franklin Transit","46.239185+-119.240989","Senior Services of Snohomish County","47.8203422+-122.3014052",13089,221.284573093136
"Ben Franklin Transit","46.239185+-119.240989","Skagit Transit System","48.4806171+-122.3316855",15397,278.216465839497
"Ben Franklin Transit","46.239185+-119.240989","Skamania County Senior Services","45.6923108+-121.8940865",10556,163.746843434343
"Ben Franklin Transit","46.239185+-119.240989","Snohomish County Workforce Development Council","47.8763418+-122.2452246",13185,222.384400103396
"Ben Franklin Transit","46.239185+-119.240989","Sound Generations","47.6136836+-122.3444571",12586,210.94868468146
"Ben Franklin Transit","46.239185+-119.240989","Special Mobility Services, Inc.","45.5259917+-122.644411",12272,214.310302831464
"Ben Franklin Transit","46.239185+-119.240989","Spokane Transit Authority","47.6683727+-117.430667",7985,145.103843553647
"Ben Franklin Transit","46.239185+-119.240989","Spokane Tribe of Indians","47.886156+-117.9894493",9615,158.695095641454
"Ben Franklin Transit","46.239185+-119.240989","Squaxin Island Tribe","47.1217757+-123.0803069",15617,262.617563429571
"Ben Franklin Transit","46.239185+-119.240989","The Arc of Tri-Cities","46.2346178+-119.2292752",196,0.749373657838225
"Ben Franklin Transit","46.239185+-119.240989","Thurston County Public Benefit Transportation Area (Intercity Transit)","47.044311+-122.8574776",14640,246.677528235107
"Ben Franklin Transit","46.239185+-119.240989","Thurston Regional Planning Council","47.0278081+-122.9202783",14915,250.673566372385
"Ben Franklin Transit","46.239185+-119.240989","Tri County Economic Development District","48.5357394+-117.9070033",12893,208.748409289748
"Ben Franklin Transit","46.239185+-119.240989","United Way of Pierce County","47.2490399+-122.4371755",13136,221.149114173228
"Ben Franklin Transit","46.239185+-119.240989","Valley Transit","46.0593099+-118.362419",3583,56.8585709456772
"Ben Franklin Transit","46.239185+-119.240989","Wahkiakum County Health and Human Services","46.2152416+-123.3875323",16383,283.608725045733
"Ben Franklin Transit","46.239185+-119.240989","Whatcom Council of Governments","48.749823+-122.4734545",16672,300.426757734829
"Ben Franklin Transit","46.239185+-119.240989","White Pass Community Services Coalition  (WPCSC)","46.5577544+-122.2741656",11491,183.090750019884
"Catholic Community Services of Snohomish County","47.98164+-122.2032403","Around the Sound LLC","47.2312078+-122.4659419",4077,62.1060506641215
"Catholic Community Services of Snohomish County","47.98164+-122.2032403","Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059",19431,333.05744452398
